# From Trujillo et al. 2020.
# Assumes a standard Lamda CDM Cosmology, Omega_L = 0.7 and H = 70 km/s/Mpc
# Galaxy Stellar Mass [M_odot], Half-Mass Radius [kpc]
87407241993.19276, 6.241058936307847
87700620875.63953, 5.11189288195066
87994984472.47234, 4.293538866833272
89182352273.37918, 8.285034318749583
89182352273.37918, 6.824068494526607
90385741922.61086, 5.644251268168548
90385741922.61086, 5.345244654142602
91605369612.34079, 8.858888210157378
92221341079.04686, 10.300021814983495
91912839340.82224, 9.605791821030133
92221341079.04686, 6.085975706275503
93465737581.98537, 5.836360243114787
94094218507.38103, 6.958429099494832
94410041956.79858, 7.1056189930809035
94726925454.8867, 5.951457367583548
94726925454.8867, 5.161772983704885
95363886841.05792, 5.6125984954308645
96112423772.28206, 8.36200015840133
96005131273.5284, 6.795171649917677
95683971881.03004, 6.682332585336499
96005131273.5284, 6.608121128699629
96005131273.5284, 6.284310129214226
95683971881.03004, 4.753728348861963
96005131273.5284, 4.163433853799124
96327368624.57509, 7.597821057203882
96975091686.95355, 6.266744863618728
97300584671.00752, 5.82804050251922
97300584671.00752, 5.040642431079395
97954851818.28056, 9.109180598652438
98613518378.99481, 4.854182859380661
99944168269.54564, 8.011418157808192
100616211362.41492, 6.2316813258402926
100616211362.41492, 5.075809652733606
101292773397.47496, 8.674688240997815
101292773397.47496, 5.8359999003576455
101973884760.92937, 10.694732237833357
102659576043.30418, 6.153800833169578
103004148769.83398, 6.794804550354738
103349878040.82309, 6.076956187154709
103349878040.82309, 4.949783414966236
104044821756.78755, 5.9510286793248435
105448759401.02621, 7.834180522323257
105448759401.02621, 5.549853032845155
106157816383.88058, 6.110850435054822
106157816383.88058, 4.451557616674402
106871641197.17497, 9.726083402003612
106871641197.17497, 7.736312586827355
106871641197.17497, 5.876625408852545
106871641197.17497, 5.255793120585424
107590265900.68451, 4.860637185403532
109042044296.77483, 9.366255406310163
111256525035.32532, 7.084919605212799
113515978563.71101, 8.931912228931433
114279281021.92288, 6.4975021943582325
114279281021.92288, 6.034231641709938
114279281021.92288, 4.746451231613661
116600122200.85042, 8.089112185871679
117384163011.93114, 6.8704054911037975
117778158220.74953, 7.224397580152591
118173475858.59622, 6.728036019508116
118305543044.41309, 5.719733082969858
118968096190.98956, 6.588616747353891
119367407807.64134, 6.947455250829603
119768059697.62843, 6.841594037765647
119367407807.64134, 5.778534047406768
121384160189.20242, 8.981452730983438
123022067670.09776, 11.741335852595071
123849290831.58589, 5.603646186819968
124682076394.77856, 10.500821965727303
124682076394.77856, 7.5857217580743725
124264985981.17981, 7.470173453322187
126364484588.2545, 6.986042956942029
126364484588.2545, 6.831771032231549
126364484588.2545, 4.407690055106764
127214182779.97432, 7.713716390992001
128069594499.66336, 8.446160921529241
127641172053.68036, 8.07726944152781
127641172053.68036, 6.831718305754627
128930758166.14107, 7.428376521295693
130670496308.15785, 6.118409000395196
131990688332.69058, 6.985809319085019
132433709754.63913, 6.204335214809164
132878218160.12253, 6.282742111267528
133771715902.4465, 6.35325041672453
135123240213.07632, 6.927430466529939
135123240213.07632, 5.859189652225243
136031833899.36732, 10.558901378720082
136946537137.83798, 5.983081434577624
138794436874.60114, 6.859941059443482
139727716366.9943, 8.624265738566743
139727716366.9943, 7.585058270636332
140667271403.49808, 7.034384579630501
141613144182.0337, 9.509248329729092
141613144182.0337, 7.584980217106038
141139415426.58096, 5.525427873132318
142565377184.26776, 5.053249773342494
146438771101.86905, 5.642160700342463
147423452513.0137, 6.075299240110811
147918273385.49963, 10.558222299175613
149412723397.7324, 5.697464144699405
149914221177.71234, 6.907570022602868
151428836678.1861, 8.6841221679044
152958754663.6153, 16.969187612068108
152958754663.6153, 7.024122134266439
153472154554.52023, 6.830751725792309
154504129738.28513, 8.444944197829116
156588944342.86868, 6.745384345481939
156588944342.86868, 6.633354972346127
159769031467.55124, 7.043520346618649
160843348017.5935, 6.33464497411543
161924888471.03613, 8.30438892114395
161383212228.09076, 7.637328794854847
163013701402.74387, 6.849527808729844
166324265728.68066, 8.053117984796243
167442660887.64703, 9.79081588125749
168568576342.74173, 8.793165922130669
168568576342.74173, 7.385502327101158
169702062661.82758, 13.956269893634685
172184164990.67874, 8.265455478146984
173148457595.82297, 5.858074321133309
173729623410.32996, 8.350427407182007
175484851022.77124, 6.6235242278779225
175484851022.77124, 6.369681513427791
176664843653.40665, 9.695230850607741
183913303666.06766, 6.896853809321616
185771419182.311, 12.481001822312086
191459163950.7259, 6.522179393165851
194042634449.94223, 8.257010943586465
204044986190.69144, 9.335655606403856
208887611933.83267, 10.763696111169047
208887611933.83267, 8.15348325593371
210292210913.61078, 9.25759197911818
210292210913.61078, 6.973572238958161
213129806732.47665, 10.40897104271511
213129806732.47665, 6.90570436556039
216005691891.66693, 11.083548183363805
218920383051.64914, 6.13308082930053
220392444242.06668, 7.561269689481462
221874403844.4928, 8.877619038034762
228667510046.0092, 12.548871231054536
230977786899.3286, 14.857373885962122
234094505295.64468, 7.539844233099623
237253279396.50415, 12.975953984202826
245337951327.82687, 17.201437181562813
245337951327.82687, 12.957523411066925
245337951327.82687, 11.540214740283316
245337951327.82687, 10.913624748527617
248648439823.20514, 11.784231039083256
248648439823.20514, 10.036845479478268
258850346642.90482, 11.475497601168994
258850346642.90482, 8.255184319661085
262343165792.76685, 10.65718734502671
264107209814.39606, 12.812929822228263
265883115594.6518, 10.553469965077891
266775541548.56418, 9.651667767002303
269470832010.018, 9.268756632673409
273106959581.7237, 15.404420185841571
273106959581.7237, 12.270082929114256
273106959581.7237, 9.966331882377485
276792151549.82104, 11.603744447777945
277721193242.9344, 8.535918025033487
284312385827.0896, 9.101731483804643
288148779166.48035, 15.042617372302617
294000649657.5023, 10.973196883685137
306063332354.68567, 9.280794245901314
310193223939.47, 13.509132079455597
309155555785.3189, 11.034201224482423
312628014420.7036, 9.40232384456669
316492784114.3796, 17.19807429868052
316492784114.3796, 12.081782070796644
315434042472.8866, 9.411011570114729
333924150073.7713, 10.333024909071353
336169517887.4713, 14.007473218972056
339565910561.75507, 8.776182297724395
354684612653.6479, 10.146769190768014
365543955597.4542, 12.685197081690056
381819294182.0231, 12.737994583440408
381819294182.0231, 11.203090685665996
389573472655.34467, 13.245421023230778
398819269686.4103, 10.317206875672175
411029878964.66583, 24.476059286689665
411029878964.66583, 10.505861404742054
416576145566.3243, 13.31888623320627
436584096650.24493, 17.50862923799068
436584096650.24493, 15.270463062441847
448445757720.31525, 13.637896819048754
457553019961.7797, 11.69680622818702
473144652949.8965, 16.48777654422889
479529070532.9162, 12.771365346965288
502560620199.53973, 13.886378441780387
509341964636.44916, 15.397050817396394
507638097835.0956, 13.944534157866485
523180402178.3493, 18.719130036194336
530239981395.6897, 15.353659047814391
566992732255.135, 14.519266389670044
568895820493.0366, 19.167337960807977
624855752017.0806, 14.579097419022899
631168803575.0333, 19.929599722659226
657065307595.5378, 28.96848743247755
668166646296.5527, 16.902743710925613
702608756591.7493, 14.156730837888684
736354715842.2715, 20.29208932076237
841970961993.5719, 21.514893031158437
988892682436.6001, 21.303095248447317

