#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sig_SFR   Sig_star      Sig_mol      Sig_mol_4p35   Sig_mol_N12   Sig_mol_B13      F_CO_60pc      F_CO_150pc   Sig_mol_combo
NGC2566          bar    1289  1.000000  1.000000  6.505631  6.347230  0.00391523  165.6838   32.5375   36.1439   45.1978   30.2613       NaN   72.5004   32.8245
NGC2566          bar    1290  1.000000  1.000000  5.439681  5.297172  0.00846661  159.1164   30.5169   35.9585   43.0062   29.5471       NaN   72.8945   31.1151
NGC2566          bar    1291  1.000000  1.000000  4.472254  6.447529  0.02803909  160.2516   21.1975   26.3505   47.1608   57.8594       NaN    8.4180   20.5717
NGC2566          bar    1292  1.000000  1.000000  3.681848  3.770624  0.02994891  161.7944   19.8974   25.8400       NaN       NaN       NaN       NaN   19.2475
NGC2566          bar    1293  1.000000  1.000000  3.202339  5.868260  0.01310166  142.0825    5.0407    6.7222       NaN       NaN       NaN       NaN    5.6987
NGC2566          bar    1294  1.000000  0.927158  3.177730  3.177730  0.00858277  129.4530   -7.2241   -9.6469       NaN       NaN       NaN       NaN   -6.8236
NGC2566          bar    1331  0.994704  1.000000  7.408401  7.454980  0.00470661   96.8072    6.7163    7.0973       NaN       NaN       NaN       NaN    6.8642
NGC2566          bar    1332  1.000000  1.000000  6.169599  6.533658  0.00320471  152.4383    1.9148    2.1669    4.0291    3.3236       NaN   19.5695    1.5256
NGC2566          bar    1333  1.000000  1.000000  4.938371  4.668263  0.00360352  213.5739   19.8709   24.0726   43.5378   38.6521       NaN   13.8134   20.1772
NGC2566          bar    1334  1.000000  1.000000  3.722244  3.748237  0.00724263  286.5238   33.2133   43.0364   62.7836   39.5878       NaN   31.5806   34.2557
NGC2566          bar    1335  1.000000  1.000000  2.542972  2.537869  0.06759502  393.1055   94.9106  131.2719  125.1979   64.9133       NaN  102.7885   94.6592
NGC2566          bar    1336  0.963387  0.917057  1.490751  1.285170  0.19922303  782.1437  164.1583  240.6580  118.7839   60.8282       NaN  705.5570  164.1296
NGC2566          bar    1338  1.000000  1.000000  1.779235  1.901110  0.02905252       NaN    2.8919    4.1724       NaN       NaN       NaN       NaN    3.4912
NGC2566          bar    1340  1.000000  1.000000  4.084741  4.254993  0.00276556       NaN   -2.0029   -2.5437   -4.5131       NaN       NaN   14.2363   -1.9943
NGC2566          bar    1377  1.000000  1.000000  4.084741  4.221995  0.00982421  142.8333   15.2736   19.3980   27.2356   20.3668       NaN   37.2523   15.2401
NGC2566          bar    1378  1.000000  1.000000  2.890222  2.881202  0.00813138  208.0592   20.4924   27.8040   33.4584   22.0037       NaN   51.9207   20.5700
NGC2566          bar    1379  1.000000  1.000000  1.779235  1.837908  0.11647511  303.5369   77.6559  112.0420  129.5856   74.7113       NaN   51.1187   78.3650
NGC2566          bar    1381  0.964188  0.949898  1.490751  1.321467  0.63381375  762.6732  279.3817  409.5770  174.3993  100.4844       NaN 1119.4243  282.3661
NGC2566          bar    1382  1.000000  1.000000  2.542972  2.686667  0.03798253  394.4914   46.1788   63.8704   58.9568   31.2549       NaN  113.8388   46.3258
NGC2566          bar    1383  1.000000  1.000000  3.722244  3.600548  0.00551150  278.1543    8.6492   11.2073   19.7231   23.9804       NaN    7.2308    8.1275
NGC2566          bar    1384  1.000000  1.000000  4.938371  4.645658  0.00333082  202.8624    0.1343    0.1627       NaN       NaN       NaN       NaN   -0.2535
NGC2566          bar    1385  1.000000  1.000000  6.169599  6.498310  0.00286669  158.4027    1.1797    1.3350    2.4822    2.5582       NaN   12.8501    1.0923
NGC2566          bar    1386  0.998056  0.999237  7.408401  7.330086  0.00946263  121.1891    9.3805    9.9126   14.9787   11.4861       NaN   44.9447    9.1397
NGC2566          bar    1423  0.958141  0.974906  3.177730  3.169706  0.00904750  143.9246    6.2990    8.4116       NaN       NaN       NaN       NaN    6.1752
NGC2566          bar    1424  1.000000  1.000000  3.202339  2.850270 -0.00161972  161.0440    8.8180   11.7594       NaN       NaN       NaN       NaN    8.4821
NGC2566          bar    1425  1.000000  1.000000  3.681848  4.803057 -0.00687960  167.5036    8.3856   10.8901       NaN       NaN       NaN       NaN    8.6562
NGC2566          bar    1426  1.000000  1.000000  4.472254  4.333859  0.00749810  156.0860    3.2191    4.0017       NaN       NaN       NaN       NaN    3.0401
NGC2566          bar    1427  1.000000  1.000000  5.439681  5.442044  0.00930668  143.6575    3.5302    4.1597       NaN       NaN       NaN       NaN    3.3874
NGC2566          bar    1428  1.000000  1.000000  6.505631  6.496625  0.00262380  152.6547   10.9860   12.2036   11.5017    8.3704       NaN  175.4352   10.8550
NGC2566          bar    1429  1.000000  1.000000  7.628916  8.120961  0.00301121  172.8675   13.5867   14.1833   16.3769   10.8298       NaN  107.1020   13.5054
NGC2566          bar    1430  1.000000  1.000000  8.787577  8.816332  0.00904089  143.4744   24.9498   24.4282   35.2674   24.4312       NaN   61.6272   25.5824
NGC2903          bar     589  0.986693      -NaN  2.064511  2.225217  0.01471629  363.6056   35.7819   49.6430   35.0282   20.7726       NaN  261.7367   35.7822
NGC2903          bar     697  0.992424      -NaN  2.064511  2.194857  0.01869138  354.6191   38.7634   53.7795   32.1056   21.0260       NaN  441.2888   38.7517
NGC2903          bar    1897  0.986769      -NaN  1.032255  1.147506  0.03675715  575.4975   41.7675   61.7653   47.4025   23.1785       NaN  174.1475   41.7524
NGC2903          bar    1898  2.762888      -NaN  2.129741 -0.259632  0.03106355  518.2433   26.4744   36.5822   40.5953   20.3138       NaN   64.1678   26.4502
NGC2903          bar    1952  0.995759      -NaN  1.032255  1.091342  0.04888527  540.7454   36.0725   53.3435   48.8702   23.8960       NaN  100.1357   36.0806
NGC3059          bar     266  1.000000  1.000000  0.000000  0.328559  0.15763555  471.5959   70.7194  106.6817   83.7123       NaN       NaN  155.2976   70.9547
NGC3059          bar     783  0.993932  0.995853  1.075938  1.027854  0.17399655  407.8596  104.0882  145.8525   81.9764       NaN       NaN  520.9148  104.1791
NGC3059          bar     818  0.993688  0.995045  1.075938  1.163163  0.08902781  361.6027   51.1647   71.6940   61.6130       NaN       NaN  138.1881   51.0605
NGC3351          bar     238  1.000000  1.000000  1.398033  1.206668  0.03742528  799.9425   23.1410   30.0663       NaN       NaN       NaN       NaN   23.1793
NGC3351          bar     240  1.000000  1.000000  1.398033  1.063488  0.03525567  766.7091   25.7368   33.4390   46.1344   22.4357       NaN   37.3678   25.8650
NGC3351          bar     272  1.212571 -0.011662  1.776944  1.362942  0.00704979  274.9998    4.7113    5.8840   10.5109   22.5080       NaN    3.1775    4.8154
NGC3351          bar     701  0.915439  0.902825  1.213214  0.927018  0.04040221  731.1877   33.4081   44.2512   38.3769   16.7304       NaN  152.6072   33.4667
NGC3351          bar     702  1.000000  1.000000  2.401800  2.710583  0.00545845  347.2992    7.6752    8.9806   16.4732   16.2644       NaN   10.4041    7.5378
NGC3351          bar     731  1.000000  1.000000  2.401800  2.646533  0.00573154  349.0262    7.0521    8.2514   15.1357   26.0121       NaN    4.4581    7.3428
NGC3351          bar     732  0.835534  0.929806  1.213214  0.939242  0.03906655  732.1790   21.9462   29.0692   28.6738   12.5640       NaN  102.0619   22.0399
NGC3507          bar     214  1.000000  1.000000  1.024711  0.675738  0.01372651  701.6094   23.5357   32.3346   24.6505   11.2052       NaN  210.1450   23.5357
NGC3507          bar     216  1.000000  1.000000  1.024711  0.978242  0.01960661  714.5594   27.8129   38.2109   44.6439   20.8028       NaN   55.3470   27.5423
NGC3507          bar     634  0.802522  0.896511  1.014888  0.940092  0.02038064  630.4785   31.9936   43.9955   53.3324   26.0396       NaN   49.2210   31.9936
NGC3507          bar     635  1.000000  1.000000  1.075878  0.822701  0.01338467  673.6717   22.8281   31.2107   51.1507   29.3380       NaN   19.4351   22.5773
NGC3507          bar     636  1.000000  1.000000  1.839863  1.897857  0.00538545  382.8751   13.9880   17.7875   31.5431   23.7702       NaN   14.5988   13.8101
NGC3507          bar     665  1.000000  1.000000  1.839863  1.874636  0.00553519  354.3811   11.4297   14.5342       NaN       NaN       NaN       NaN   11.4297
NGC3507          bar     666  1.000000  1.000000  1.075878  0.928118  0.02086696  626.6888   27.1211   37.0800   63.8474   75.9719       NaN    5.6126   27.0785
NGC3507          bar     667  0.838116  0.888695  1.014888  0.957204  0.01486034  571.7107   18.4696   25.3982   43.6300   27.7068       NaN   15.7161   18.2821
NGC3626          bar     481  0.813307  0.882917  1.247084  1.215370  0.00976235 1271.4865   17.6028   23.7224   31.8610   13.7496       NaN   37.4055   17.5109
NGC3626          bar     482  1.000000  1.000000  1.037724  1.044895  0.01525156 1384.0322   17.4196   23.9902   30.5805   12.6051       NaN   41.9241   17.5997
NGC3626          bar     507  1.000000  1.000000  1.037724  1.042050  0.01734816 1252.4233   21.1648   29.1482   41.2333   18.6332       NaN   30.2784   21.3644
NGC3626          bar     508  1.018394  0.869522  1.247084  1.003185  0.02373157 1214.7259   19.5315   26.3215   37.1219   16.7442       NaN   32.1090   19.5635
NGC3627          bar     552  0.800366  0.886910  1.762117  1.721362  0.02860948  794.0223   36.8451   53.6559   50.0541   21.6294       NaN   97.9849   36.8088
NGC3627          bar     553  0.961393  0.958606  2.343909  2.291199  0.06998849  774.9730   72.1610  101.5689   78.8899   34.1355       NaN  187.6428   72.1849
NGC3627          bar     653  0.966085  0.927532  2.343909  2.362826  0.02724698  730.6605   46.5657   65.5427   63.4144   27.9451       NaN   94.4491   46.5763
NGC3627          bar     654  0.860629  0.805950  1.762117  1.725256  0.02274272  761.7649   33.1262   48.2403   47.4906   20.9482       NaN   82.8153   33.1659
NGC3627          bar    1741  0.851949  0.901510  2.661273  2.693887  0.07758998  563.8257   60.6838   83.8433   64.0783   31.0960       NaN  205.8556   60.6849
NGC3627          bar    1792  0.882702  0.803493  1.369194  1.005930  0.02263437 1252.9045   44.2281   65.9050   53.0107   19.7142       NaN  147.8035   44.2064
NGC3627          bar    1793  1.000000  1.000000  1.171955  1.098942  0.02771703 1473.5211   58.4679   88.1350   57.0576   20.6557       NaN  283.7511   58.4777
NGC3627          bar    1844  1.000000  1.000000  1.171955  0.905141  0.02415825 1452.4104   50.1902   75.6571   42.3710   16.2637       NaN  446.3167   50.1826
NGC4293          bar     391  1.000000  0.891494  6.856130  6.483393  0.00012868  133.7732    0.7220    0.6534       NaN       NaN       NaN       NaN    0.6593
NGC4293          bar     392  0.995812  0.943039  5.253838  5.350689  0.00027299  137.9691    1.4616    1.4990       NaN       NaN       NaN       NaN    1.4232
NGC4293          bar     393  1.000000  0.870673  3.777491  4.002226  0.00044485  129.1077   -0.0789   -0.0908       NaN       NaN       NaN       NaN   -0.1260
NGC4293          bar     435  1.143298  0.099114  8.710858  7.825791  0.00042756   96.4026    0.0315    0.0247       NaN       NaN       NaN       NaN    0.0499
NGC4293          bar     436  1.095396  0.702683  6.968687  6.356271  0.00051945  135.7996    0.6876    0.6169       NaN       NaN       NaN       NaN    0.7707
NGC4293          bar     437  1.000000  0.988940  5.226515  4.506123  0.00067218  195.7082    1.6366    1.6820       NaN       NaN       NaN       NaN    1.6680
NGC4293          bar     438  1.000000  1.000000  3.484343  4.148055  0.00111978  262.8996    2.9758    3.5039    6.2393    4.4685       NaN   21.0483    2.9357
NGC4293          bar     442  1.000000  1.000000  3.484343  3.284081  0.00079418  245.0725    7.3139    8.6120    9.9552    6.1278       NaN   81.2062    7.2921
NGC4293          bar     443  1.000000  1.000000  5.226515  4.923980  0.00057092  180.6767    4.4954    4.6203    6.4544    4.3700       NaN   61.1792    4.4227
NGC4293          bar     444  1.333250  0.718328  6.968687  5.993294  0.00064329  125.3822    0.6836    0.6133       NaN       NaN       NaN       NaN    0.6904
NGC4293          bar     484  0.990376  0.338578  3.269747  1.475058  0.00048480  129.6087    1.1094    1.3283       NaN       NaN       NaN       NaN    1.0808
NGC4293          bar     485  0.941195  0.671136  2.411151  2.085592  0.00031018  133.1765    1.9433    2.4881       NaN       NaN       NaN       NaN    1.9140
NGC4293          bar     486  0.891857  0.715822  2.646957  2.481962  0.00054849  128.3315    0.6505    0.8177       NaN       NaN       NaN       NaN    0.6430
NGC4293          bar     487  0.940786  0.896802  3.777491  3.729464  0.00029563  127.6394    0.6489    0.7468       NaN       NaN       NaN       NaN    0.5858
NGC4293          bar     488  1.000000  0.951336  5.253838  4.853832  0.00038611  121.8232    0.4869    0.4994       NaN       NaN       NaN       NaN    0.5577
NGC4293          bar    1296  1.000000  1.000000  6.806698  6.174961  0.00037456  158.8408    1.1633    1.0569       NaN       NaN       NaN       NaN    1.1633
NGC4293          bar    1297  1.000000  1.000000  5.099630  5.197193  0.00067450  188.8680    1.5125    1.5700    3.0234    2.6642       NaN   17.6087    1.5581
NGC4293          bar    1298  1.000000  1.000000  3.428065  3.153190  0.00070722  203.8916    0.9048    1.0701       NaN       NaN       NaN       NaN    0.7694
NGC4293          bar    1299  1.000000  1.000000  1.888745  1.758534  0.00195135  226.5261    4.4644    5.9538    8.3812    5.7089       NaN   33.0722    4.3893
NGC4293          bar    1301  0.951745  0.088753  2.325896  2.151984  0.01238923  328.4797   16.3590   21.0851       NaN       NaN       NaN       NaN   16.3428
NGC4293          bar    1343  1.000000  0.826457  3.928930  3.119947  0.00129159  183.6815    0.9718    1.1052       NaN       NaN       NaN       NaN    0.9816
NGC4293          bar    1346  1.000000  1.000000  1.888745  2.377426  0.00155420  230.1771    8.2181   10.9599   10.6546    6.9018       NaN  105.1703    8.2514
NGC4293          bar    1347  1.000000  1.000000  3.428065  3.453913  0.00109969  207.9010    7.1693    8.4788    7.6063    5.1218       NaN  177.5640    7.1361
NGC4303          bar     564  1.000000  1.000000  1.819147  1.913280  0.02391678  572.3598   56.6896   77.2634   83.2892   39.6224       NaN   72.4805   56.7230
NGC4303          bar     670  1.000000  1.000000  1.819147  2.036866  0.02764771  599.6446   59.8878   81.6224   66.7973   31.1858       NaN  171.4651   60.0246
NGC4303          bar    1830  0.943729  0.917883  1.086436  0.962098  0.04379474 1098.6244   78.1912  112.2327  123.0558   49.8421       NaN   61.1156   78.1412
NGC4303          bar    1831  0.993458  0.955126  1.008606  0.954367  0.04678872 1136.4807  106.0143  153.0083  102.5576   39.9716       NaN  280.9543  106.0158
NGC4303          bar    1882  0.995665  0.977357  1.008606  0.917226  0.07276974 1136.9954  128.2030  185.0328  119.9986   47.2414       NaN  311.4606  128.5050
NGC4303          bar    1883  0.974753  0.880035  1.086436  0.893113  0.07271920 1154.9181  104.6611  150.2266  144.6765   55.5530       NaN   91.6619  104.9522
NGC4321          bar     348  0.924934  0.835012  2.007366  2.040042  0.00876131  275.9896   29.1377   41.2771   48.5207   28.9898       NaN   50.6547   29.1377
NGC4321          bar     349  0.975413  0.952756  2.794510  2.798021  0.00718763  220.4290   24.6574   33.3108   49.8561   33.9606       NaN   26.5185   24.6574
NGC4321          bar     385  0.910090  0.920805  3.710408  3.784026  0.01266524  237.8472   33.2439   42.4972   60.8373   39.2209       NaN   34.5447   33.2684
NGC4321          bar     386  1.000000  1.000000  2.473605  2.317608  0.00796736  276.3390   21.3808   29.4488   41.6868   26.5142       NaN   30.2070   21.3584
NGC4321          bar     390  1.000000  1.000000  2.473605  2.639935  0.01107980  293.9821   28.2792   38.9502   55.9384   35.3108       NaN   28.8745   28.2792
NGC4321          bar     391  0.915209  0.913144  3.710408  3.744226  0.00805973  214.2853   20.3688   26.0384   40.0134   27.5298       NaN   27.6814   20.3912
NGC4321          bar     426  0.952968  0.956267  3.827325  3.726771  0.01872895  241.9865   32.5217   41.2820   41.8538   25.5253       NaN  103.1724   32.4581
NGC4321          bar     427  0.991712  0.986730  2.794510  2.726820  0.01142633  228.5238   28.6203   38.6644   47.4843   30.0746       NaN   49.2005   28.6436
NGC4321          bar     428  0.974115  0.955999  2.007366  1.793972  0.01425587  272.1455   43.0381   60.9687   46.7621   29.5445       NaN  192.3501   43.0330
NGC4321          bar    1146  1.007294  0.987782  2.208170  2.088682  0.02137995  360.9074   41.6947   58.3546   79.0980   46.4340       NaN   33.3586   41.7650
NGC4321          bar    1149  1.000000  1.000000  1.913663  1.868951  0.02067743  367.7602   54.2279   77.2559   82.5293   45.0109       NaN   67.4323   54.2279
NGC4321          bar    1150  1.000000  1.000000  3.062057  3.099703  0.00873960  243.2557   25.9489   34.4944   38.3323   23.6056       NaN   69.7540   25.9489
NGC4321          bar    1151  1.000000  1.000000  4.260239  4.335620  0.01308957  225.6808   29.8226   36.8803   47.7951   30.0797       NaN   50.8308   29.8287
NGC4321          bar    1186  1.000000  1.000000  4.260239  4.337390  0.02672545  274.4034   51.4682   63.6484   51.0665   31.1130       NaN  227.4452   51.4777
NGC4321          bar    1187  1.000000  1.000000  3.062057  3.186754  0.01460961  260.5374   36.9388   49.1036   51.1236   30.5284       NaN   85.5132   36.9507
NGC4321          bar    1188  1.000000  1.000000  1.913663  1.962183  0.02187728  410.2589   57.8439   82.4074   68.0080   36.4235       NaN  151.0518   57.8365
NGC4321          bar    1191  0.922022  0.967124  2.208170  2.262150  0.01499326  328.2958   29.3837   41.1246   62.7055   39.9422       NaN   23.0926   29.3837
NGC4457          bar     249  1.000000  1.000000  1.740771  1.677401  0.01570348  684.2617   60.8893   77.5864   70.9399   31.1168       NaN  141.2594   63.5777
NGC4457          bar     272  1.000000  1.000000  1.740771  1.697848  0.00565798  679.3779   26.2953   33.5060   38.7411   17.8340       NaN   67.8333   26.6926
NGC4496A         bar     119  1.000000  1.000000  0.000000  0.425416  0.00624368   91.8766    4.8630    5.2201    9.9166    9.4028       NaN   19.5443    4.8422
NGC4535          bar     741  0.983207  0.915869  1.406857  1.122918  0.04062598  299.4143   47.9904   68.6028   64.3425   37.6735       NaN  100.4930   48.0716
NGC4535          bar     743  1.025305  0.911509  1.406857  1.078981  0.04474127  323.6938   56.1119   80.2127   68.4461   39.7816       NaN  135.0266   56.1746
NGC4535          bar    2195  1.000000  1.000000  1.117709  1.059212  0.03469226  356.6091   43.0585   62.6000   77.9766   44.9920       NaN   39.8475   43.1611
NGC4535          bar    2254  1.000000  1.000000  1.117709  1.036101  0.03820370  327.4104   40.1823   58.4184   85.8179   54.1525       NaN   23.7975   40.2649
NGC4535          bar    2255  0.969942  0.929289  2.283998  2.118414  0.00543294  229.7117   11.9489   16.2288   21.5364   14.2259       NaN   38.1551   11.8824
NGC4536          bar     595  0.994009      -NaN  3.292099  3.285444  0.00624579  166.1692   11.4365   13.3247   22.8211   17.2988       NaN   24.3480   11.5102
NGC4536          bar     596  0.915496      -NaN  1.646049  1.231668  0.05900703  499.0330   44.8718   59.6175   44.2181   22.5414       NaN  247.0636   44.9608
NGC4536          bar     598  0.852677      -NaN  1.646049  1.283279  0.10924527  493.6426   72.8028   96.7271   69.9733   35.9823       NaN  267.1107   72.8515
NGC4536          bar     599  0.964707      -NaN  3.292099  2.900032  0.01030726  148.8605   15.3844   17.9244   29.6878   22.6070       NaN   27.0343   15.3628
NGC4536          bar    1767  0.996986      -NaN  3.943519  3.773813  0.01056194  174.2349   13.1314   14.5246   18.5083   12.3110       NaN   69.0219   13.1899
NGC4536          bar    1768  1.000000      -NaN  2.448805  2.159927  0.06631731  534.3164   58.3437   72.7075   73.9895   34.9487       NaN  106.3340   58.4149
NGC4536          bar    1769  0.812301      -NaN  1.364148  1.090913  0.06295332  524.1166   55.5320   75.4591   46.3717   25.2156       NaN  422.5787   55.5615
NGC4536          bar    1820  0.899031      -NaN  1.364148  1.084936  0.19162288  662.7104   97.4065  132.3598   83.2558   40.8137       NaN  392.9076   97.4843
NGC4536          bar    1821  1.000000      -NaN  2.448805  1.935200  0.14439926  665.1972   78.3366   97.6224   89.6471   39.3193       NaN  146.5755   78.3701
NGC4536          bar    1822  0.966905      -NaN  3.943519  3.702958  0.02270243  176.7592   22.0465   24.3856   45.7643   36.7293       NaN   18.8410   22.0191
NGC4548          bar     325  1.000000  1.000000  4.377325  4.621402  0.00339429  270.9712   10.4123   11.9717   19.6672   13.1105       NaN   28.5798   10.5785
NGC4548          bar     326  1.000000  1.000000  3.371103  3.331683  0.00146306  304.1773    6.6377    8.2205   10.1897    6.0293       NaN   58.2227    6.6143
NGC4548          bar     327  1.000000  1.000000  2.501320  2.751235  0.00135763  333.6249    4.1180    5.4383    9.4970   12.3053       NaN    6.1178    4.1330
NGC4548          bar     328  1.000000  1.000000  1.959023  2.183044  0.00144151  365.3387    2.9301    4.0276       NaN       NaN       NaN       NaN    2.8667
NGC4548          bar     367  1.000000  1.000000  2.319010  2.289781  0.00107142  426.4859    3.4671    4.6407    8.0599    7.7670       NaN    9.0151    3.5786
NGC4548          bar     370  0.927691  0.824170  1.159505  1.077285  0.00552669 1129.6859   15.3169   22.3343   37.4640   36.8880       NaN    6.1605   15.3506
NGC4548          bar     371  1.000000  1.000000  2.319010  2.184745  0.00119129  393.2780    2.5567    3.4222       NaN       NaN       NaN       NaN    2.4497
NGC4548          bar     410  1.000000  1.000000  1.959023  2.017828  0.00118795  433.1644    2.4585    3.3793       NaN       NaN       NaN       NaN    2.6461
NGC4548          bar     411  1.000000  1.000000  2.501320  2.355935  0.00142635  383.7422    3.2213    4.2540    7.4288    8.1057       NaN    7.7156    2.9848
NGC4548          bar     412  1.000000  1.000000  3.371103  3.260352  0.00160847  323.0904    6.0785    7.5280   10.6508    6.4901       NaN   38.5115    6.1510
NGC4548          bar     413  1.000000  1.000000  4.377325  4.574815  0.00225309  273.8529    7.1465    8.2168   15.1798   11.3649       NaN   18.3941    6.9531
NGC4548          bar    1047  0.912445  0.885189  5.544818  5.437822  0.00450774  178.7430    9.8955   10.4378   17.1019   12.2371       NaN   35.0457    9.7999
NGC4548          bar    1048  0.836097  0.932189  4.589850  4.732996  0.00338902  208.1848    6.3770    7.2179   13.4196   15.3325       NaN    9.8714    6.4340
NGC4548          bar    1087  0.977239  0.989689  4.394217  4.411675  0.00167276  248.3831    7.3124    8.3971   15.5206   19.1634       NaN    8.1486    7.4263
NGC4548          bar    1088  1.000000  1.000000  3.271886  3.154759  0.00118404  332.1774    5.9431    7.4143   11.9743    7.7719       NaN   25.0472    5.8466
NGC4548          bar    1089  1.000000  1.000000  2.188662  2.382696  0.00189000  497.5924    7.6817   10.3814   15.9361    9.3651       NaN   24.4814    7.6462
NGC4548          bar    1090  0.915784  0.916498  1.250660  1.213861  0.00421294  956.6633   12.2428   17.7320   27.7420   14.6208       NaN   19.7140   12.2331
NGC4548          bar    1091  1.014529  0.823211  1.013391  1.180455  0.00432091  914.7939   11.5743   17.0601   28.4918   22.4931       NaN    8.9873   11.5690
NGC4548          bar    1092  1.000000  1.000000  1.782884  1.753981  0.00095755  392.1526    3.4910    4.8615       NaN       NaN       NaN       NaN    3.4091
NGC4548          bar    1129  1.000000  1.000000  1.782884  1.824174  0.00121879  459.1062    2.4072    3.3521    5.7290    9.6869       NaN    3.6168    2.7691
NGC4548          bar    1131  0.849580  0.888302  1.250660  1.182459  0.00479604 1084.2247   11.6231   16.8345   26.5686   13.7369       NaN   19.1839   11.7087
NGC4548          bar    1132  1.000000  1.000000  2.188662  2.103655  0.00167643  511.3546    6.6209    8.9478   14.8546    9.1530       NaN   19.1657    6.5502
NGC4548          bar    1133  1.000000  1.000000  3.271886  2.871864  0.00105616  343.8235    3.1281    3.9024    6.9742    9.0682       NaN    6.4108    3.0980
NGC4548          bar    1134  1.007827  0.981833  4.394217  4.500299  0.00144462  231.8794    4.7263    5.4274   10.0317   15.1270       NaN    6.0956    4.8060
NGC4548          bar    1173  0.948295  0.912117  4.589850  4.642561  0.00277281  222.5805    5.4158    6.1300   11.3970   11.2805       NaN   12.3231    5.3130
NGC4548          bar    1174  0.956920  0.853184  5.544818  5.386156  0.00430826  189.8568    8.8856    9.3726   17.5872   13.3738       NaN   22.9384    8.8545
NGC4569          bar     667  1.000000  0.784545  7.240893  6.944234  0.00015197   61.3914    0.3094    0.3449       NaN       NaN       NaN       NaN    0.1565
NGC4569          bar     668  1.000000  0.697732  7.725762  7.349169  0.00024371   58.3510    0.5440    0.5917       NaN       NaN       NaN       NaN    0.5055
NGC4569          bar     729  1.000000  1.000000  6.909923  7.077745  0.00074337   76.9831    1.5850    1.7969       NaN       NaN       NaN       NaN    1.6421
NGC4569          bar     730  1.000000  1.000000  5.627009  5.441492  0.00166547  119.0065    4.9745    6.0190    8.7424    6.9947       NaN   37.4016    5.0151
NGC4569          bar     731  1.000000  1.000000  5.588830  5.152909  0.00141196  106.9451    5.2341    6.3453   11.4728   11.5860       NaN   14.6070    5.2200
NGC4569          bar     732  1.000000  1.000000  6.816334  6.869746  0.00071660   80.9303    2.4704    2.8140    5.2183    9.5030       NaN    5.9081    2.5045
NGC4569          bar     733  1.000000  0.903186  8.794624  8.309573  0.00026881   67.3694    1.3090    1.3486    2.6051    6.6591       NaN    3.8545    1.2795
NGC4569          bar     734  1.000000  0.038030 11.130319  9.608691  0.00031953   52.6046    1.3978    1.2791       NaN       NaN       NaN       NaN    1.2539
NGC4569          bar     792  1.000000  1.000000  6.707442  6.510511  0.00171482   91.0366    4.1878    4.7967       NaN       NaN       NaN       NaN    4.2276
NGC4569          bar     793  1.000000  1.000000  4.606616  4.391736  0.00518757  175.9596   14.2635   18.1756   19.3487   13.2713       NaN   87.8107   14.3595
NGC4569          bar     794  1.000000  1.000000  3.620447  3.737851  0.00539523  209.0792   22.8775   30.6485   30.7314   19.9808       NaN   94.5002   23.6221
NGC4569          bar     795  1.000000  1.000000  4.544223  4.383161  0.00244061  154.0466   13.8919   17.7581   21.7605   15.4959       NaN   56.1650   14.6295
NGC4569          bar     796  1.000000  1.000000  6.621774  6.467592  0.00078486   92.6608    4.7379    5.4504   10.0670   17.5862       NaN    6.0972    5.0483
NGC4569          bar     797  1.001486  0.994847  9.094032  8.889936  0.00044591   63.2262    1.1081    1.1245       NaN       NaN       NaN       NaN    1.2196
NGC4569          bar     854  0.987979  0.727109  9.983338  9.498613  0.00064235   49.9573    2.8544    2.7685    4.6661    3.9461       NaN   38.8113    3.2417
NGC4569          bar     855  1.000000  1.000000  7.249655  7.334255  0.00110812   82.7262    5.3745    5.9888   11.2054   10.8289       NaN   18.5949    5.2594
NGC4569          bar     856  1.000000  1.000000  4.593862  4.386831  0.00307547  159.9303    8.7863   11.2034   15.2322   11.0459       NaN   40.8204    8.8346
NGC4569          bar     857  1.000000  1.000000  2.303308  2.106475  0.00575763  280.7096   24.8856   35.6437   29.3004   18.2456       NaN  151.0665   25.1219
NGC4569          bar     858  1.000000  1.000000  2.272111  2.239990  0.00458151  314.2725   22.5747   32.3850   33.1192   19.1855       NaN   76.0709   22.8611
NGC4569          bar     859  1.000000  1.000000  4.547016  4.479606  0.00221187  181.3968    9.7187   12.4218   21.9823   19.9924       NaN   13.5569    9.9063
NGC4569          bar     860  1.000000  1.000000  7.200266  6.651976  0.00050268   80.9773    1.5267    1.7054    3.1878   10.0134       NaN    2.6157    1.5613
NGC4569          bar     861  1.000000  0.896725  9.933171  8.615111  0.00021129   48.5231    0.9217    0.8962       NaN       NaN       NaN       NaN    0.7959
NGC4569          bar     918  1.000000  1.000000  8.393462  8.937321  0.00079563   69.0762    1.1174    1.1749    2.2508    3.5662       NaN    8.0135    1.1001
NGC4569          bar     919  1.000000  1.000000  5.595642  4.192685  0.00216866  145.8894    5.3923    6.5348    9.6325    7.2836       NaN   35.5900    5.3786
NGC4569          bar     920  1.000000  1.000000  2.797821  2.733713  0.03272491  604.9959   69.9100   97.6500  116.1597   56.5702       NaN   50.3931   70.1113
NGC4569          bar     922  1.000000  1.000000  2.797821  2.602475  0.02923659  576.2393   56.0655   78.3120   88.1093   42.8151       NaN   59.9741   56.2392
