#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sig_SFR   Sig_star      Sig_mol      Sig_mol_4p35   Sig_mol_N12   Sig_mol_B13      F_CO_60pc      F_CO_150pc   Sig_mol_combo
NGC5134          bar     164  1.000000  1.000000  1.814814  1.608263  0.00617732  519.0394   10.0700   12.6904   21.0391   12.5574       NaN   22.5562    9.9687
NGC5134          bar     383  1.000000  1.000000  2.730213  2.723828  0.00938165  325.4253    9.2964   10.6637   19.7190   20.3577       NaN    9.9906    9.1981
NGC5134          bar     384  1.000000  1.000000  3.026038  3.182161  0.01064129  331.5330   11.2961   12.5695   23.3607   15.8773       NaN   20.9359   11.1386
NGC5134          bar     406  1.000000  1.000000  1.080698  1.040872  0.00566246  983.6651   14.2753   19.3997   28.1018   13.5655       NaN   28.9780   14.0275
NGC5134          bar     407  1.000000  1.000000  1.008679  1.197203  0.00776885 1052.9540   17.3474   23.7497   28.4064   12.0615       NaN   51.8466   17.3347
NGC5134          bar     408  1.000000  1.000000  1.738167  1.575689  0.00400984  431.6807    9.7322   12.3617   19.0643   11.3343       NaN   27.7744    9.7097
NGC5134          bar     429  1.000000  1.000000  1.738167  1.747330  0.00460743  435.8931   12.5012   15.8788   21.5744   11.9438       NaN   41.2660   12.3820
NGC5134          bar     430  1.000000  1.000000  1.008679  1.264898  0.00711049 1025.6731   16.6829   22.8399   30.2534   13.6797       NaN   37.6887   16.4540
NGC5134          bar     431  1.000000  1.000000  1.080698  1.067068  0.00913195  923.4093   14.9502   20.3169   24.4268   10.7450       NaN   51.8774   14.6353
NGC5134          bar     453  1.000000  1.000000  3.026038  3.144892  0.01102648  308.7473   12.7975   14.2402   26.6597   20.5063       NaN   17.0603   12.7453
NGC5134          bar     454  1.000000  1.000000  2.730213  2.744430  0.01084899  298.8471    7.1144    8.1608   15.0907   14.4317       NaN   11.6844    6.8681
NGC5248          bar     114  1.000000  1.000000  4.965560  4.903152         NaN   72.3819   12.4031   10.8743   18.7409   15.5300       NaN   45.5265   12.1363
NGC5248          bar     115  1.000000  1.000000  4.820787  4.889712         NaN   78.1022   11.2302   10.0047   20.5011   27.0476       NaN   12.6087   11.0570
NGC5248          bar     116  1.000000  1.000000  4.907036  4.912866         NaN   87.3868   12.1728   10.7417   22.0965   25.0655       NaN   16.0365   12.0235
NGC5248          bar     117  1.000000  1.000000  5.212852  5.211910  0.01007458  113.7849   21.6025   18.4296   26.9789   19.3149       NaN   80.6647   21.6444
NGC5248          bar     118  1.000000  1.000000  5.703022  5.785938  0.01170163  115.3867   24.6829   19.9479   30.7408   21.7413       NaN   77.6822   24.7306
NGC5248          bar     119  0.959136  0.934546  6.334897  6.312964  0.00620791   75.2282   20.2013   15.2255   26.7988   21.4504       NaN   60.0784   19.6188
NGC5248          bar     139  1.000000  1.000000  3.636004  3.492079         NaN  108.4864   19.0430   19.3368   35.0736   28.5821       NaN   27.8053   19.0182
NGC5248          bar     140  1.000000  1.000000  2.926509  2.868736         NaN  170.6012   26.8917   29.5324   41.0955   27.7646       NaN   53.2818   26.7865
NGC5248          bar     141  1.000000  1.000000  2.482780  2.328697         NaN  230.4074   38.8121   44.7642   56.7172   34.9581       NaN   63.8999   38.9560
NGC5248          bar     142  1.000000  1.000000  2.453518  2.263307         NaN  199.6133   35.4993   41.0759   50.9969   32.5836       NaN   67.5927   35.6536
NGC5248          bar     143  1.000000  1.000000  2.851511  2.898629  0.00784708  142.1881   19.0009   21.0402   37.6501   29.3944       NaN   23.8289   18.8762
NGC5248          bar     144  1.000000  1.000000  3.535293  3.545550  0.01634962  150.2282   27.4062   28.1402   31.2741   21.2065       NaN  125.3068   27.2003
NGC5248          bar     145  1.000000  1.000000  4.372789  4.201148  0.02077218  145.5216   31.1066   29.1178   32.6140   21.7922       NaN  150.8536   31.1612
NGC5248          bar     165  1.000000  1.000000  3.186088  2.953109  0.00870755  155.5544   21.3706   22.8058   23.6208   16.2899       NaN  143.0894   21.3829
NGC5248          bar     166  1.000000  1.000000  2.124059  2.347184         NaN  270.3203   40.0419   48.0491   61.3504   36.4168       NaN   57.0146   39.9653
NGC5248          bar     170  1.000000  1.000000  2.124059  2.321474  0.01159785  273.8326   28.2321   33.8776   42.9723   25.3493       NaN   58.1984   28.0370
NGC5248          bar     171  1.000000  1.000000  3.186088  2.998319  0.01030426  161.8270   21.5389   22.9854   30.6950   20.7955       NaN   64.6716   21.4895
NGC5248          bar     172  0.887050  0.825658  4.248117  4.097894  0.00763008   93.9601   14.1368   13.4165   22.1068   17.6324       NaN   43.7621   14.1005
NGC5248          bar     191  1.000000  1.000000  4.372789  4.132772  0.01654873  144.5957   33.0681   30.9540   31.8338   21.6915       NaN  196.9739   33.1173
NGC5248          bar     192  1.000000  1.000000  3.535293  3.651353  0.01527491  165.2480   34.5194   35.4439   43.8207   28.5297       NaN   89.8140   34.6560
NGC5248          bar     193  1.000000  1.000000  2.851511  3.102932  0.00864021  159.0830   14.6670   16.2412   29.0149   22.2327       NaN   23.9511   14.6564
NGC5248          bar     194  1.000000  1.000000  2.453518  2.467879  0.01260926  237.4413   23.5066   27.1992   35.4557   21.8035       NaN   58.0407   23.5143
NGC5248          bar     195  1.000000  1.000000  2.482780  2.421833  0.01871091  296.3409   33.6111   38.7656   52.6128   30.6352       NaN   51.5446   33.6998
NGC5248          bar     196  1.000000  1.000000  2.926509  2.791161  0.01698253  226.6291   29.1672   32.0312   41.1061   25.1414       NaN   68.6221   29.2332
NGC5248          bar     197  1.000000  1.000000  3.636004  3.331461  0.01129820  142.2031   22.3084   22.6525   25.3017   17.4093       NaN  126.5133   22.1715
NGC5248          bar     217  0.960952  0.949754  6.334897  6.151634  0.00611649   67.8354   13.1378    9.9018   20.3473   17.4355       NaN   37.0315   13.0499
NGC5248          bar     218  1.000000  1.000000  5.703022  5.664581  0.02758531  166.0498   56.0881   45.3286   46.0399   29.0767       NaN  285.8401   56.0307
NGC5248          bar     219  1.000000  1.000000  5.212852  5.172450  0.02099775  154.6380   44.6741   38.1126   57.6285   37.5186       NaN   72.9028   44.5050
NGC5248          bar     220  1.000000  1.000000  4.907036  4.840761  0.00775264  109.5577   16.0316   14.1468   27.8622   22.6888       NaN   29.5621   16.0862
NGC5248          bar     221  1.000000  1.000000  4.820787  4.798284  0.00557871   89.8167   13.6731   12.1811   24.6647   21.2447       NaN   26.5308   13.6539
NGC5248          bar     222  1.000000  1.000000  4.965560  4.865090  0.00406727   74.8904   10.6182    9.3094   19.2006   17.3566       NaN   25.8141   10.6887
NGC5248          bar     443  1.000000  1.000000  6.024342  5.914269         NaN   51.9434    5.5140    4.3009    9.3021   10.1935       NaN   19.9249    5.4934
NGC5248          bar     444  1.000000  1.000000  6.133795  6.169693  0.00391068   64.8371    9.4900    7.3132   15.8951   14.7151       NaN   27.4827    9.3036
NGC5248          bar     445  1.000000  1.000000  6.419501  6.348695  0.00796543   84.0873   19.6981   14.7081   25.9922   20.2574       NaN   60.6023   19.9172
NGC5248          bar     446  1.000000  1.000000  6.859472  6.709906  0.00556879   70.3455   17.5231   12.4635   21.1808   16.5135       NaN   76.4644   18.0698
NGC5248          bar     467  0.987321  0.987032  4.389764  4.414932         NaN   77.3597   14.9973   14.0122   25.9979   22.6186       NaN   31.2931   15.0306
NGC5248          bar     468  1.000000  1.000000  3.886603  3.842582         NaN  101.0294   18.0632   17.8412   29.1722   23.1423       NaN   40.9439   17.9523
NGC5248          bar     469  1.000000  1.000000  3.632789  3.595179         NaN  114.3636   19.6061   19.9156   31.0000   23.8167       NaN   44.8089   19.6108
NGC5248          bar     470  1.000000  1.000000  3.680277  3.582240         NaN  106.2009   14.7881   14.9430   25.9084   21.0201       NaN   32.3722   14.5252
NGC5248          bar     471  1.000000  1.000000  4.018399  3.921141  0.00737231  114.4583   17.6717   17.2022   31.2336   24.8682       NaN   30.5052   17.5849
NGC5248          bar     472  1.000000  1.000000  4.583278  4.525860  0.01324692  129.2605   23.7478   21.7187   37.9924   28.1473       NaN   39.4837   23.8508
NGC5248          bar     473  1.000000  1.000000  5.302939  5.254610  0.00894975   95.2062   19.8277   16.7480   35.0695   31.7238       NaN   23.6042   19.7871
NGC5248          bar     494  1.000000  1.000000  3.190753  2.964126         NaN  140.0616   15.6291   16.6701   28.1787   21.3202       NaN   30.9970   15.6949
NGC5248          bar     495  1.000000  1.000000  2.243458  2.398869         NaN  279.8193   40.5245   47.9911   61.0705   35.7483       NaN   59.3680   40.5351
NGC5248          bar     498  1.000000  1.000000  1.767646  1.637928  0.01283850  313.3642   34.0187   42.4603   47.9784   26.9155       NaN   76.3885   34.1225
NGC5248          bar     499  1.000000  1.000000  2.645755  2.738685  0.01100571  180.1147   22.7628   25.7853   37.9431   25.8369       NaN   41.7050   22.6730
NGC5248          bar     500  1.000000  1.000000  3.623711  3.666548  0.02219659  160.6349   31.3354   31.8620   30.9201   20.9913       NaN  195.7152   31.3059
NGC5248          bar     501  0.864178  0.880951  4.638788  4.511186  0.01144152   88.5690   20.8331   18.9366   28.0403   21.6868       NaN   67.3987   20.8492
NGC5248          bar     520  0.901561  0.806347  4.638788  4.622536  0.00796239   88.5598    9.1770    8.3416   15.6714   13.3268       NaN   32.0336    9.2024
NGC5248          bar     521  1.000000  1.000000  3.623711  3.393190  0.01193530  151.4546   23.9870   24.3901   29.4582   19.8826       NaN   98.7808   23.9399
NGC5248          bar     522  1.000000  1.000000  2.645755  2.828347  0.01144917  186.3888   28.6737   32.4810   31.7270   20.9687       NaN  150.0786   28.5227
NGC5248          bar     523  1.000000  1.000000  1.767646  1.401248  0.02225261  338.9885   54.8729   68.4895   58.1471   32.4617       NaN  186.6484   54.7836
NGC5248          bar     526  1.000000  1.000000  2.243458  2.394774  0.01963345  324.3787   40.5502   48.0215   53.5644   29.2478       NaN   89.6181   40.2831
NGC5248          bar     527  1.000000  1.000000  3.190753  3.138881  0.01164553  165.5723   25.2775   26.9612   37.5163   25.2412       NaN   56.9366   25.0798
NGC5248          bar     548  1.000000  1.000000  5.302939  5.469440  0.01057888  102.3198   17.2589   14.5782   30.5261   26.8924       NaN   24.1254   17.1474
NGC5248          bar     549  1.000000  1.000000  4.583278  4.553138  0.02402562  176.5860   49.2272   45.0211   44.0271   27.8196       NaN  243.0307   49.4336
NGC5248          bar     550  1.000000  1.000000  4.018399  4.056457  0.01298226  141.3319   28.6751   27.9133   49.1582   36.4078       NaN   33.5576   28.8401
NGC5248          bar     551  1.000000  1.000000  3.680277  3.572124  0.00734362  125.5178   13.3224   13.4619   25.7021   20.9990       NaN   23.9532   13.2874
NGC5248          bar     552  1.000000  1.000000  3.632789  3.500568  0.00899891  140.7157   15.5956   15.8418   23.7438   16.9853       NaN   50.4294   15.6062
NGC5248          bar     553  1.000000  1.000000  3.886603  3.848382  0.00903371  133.3812   14.8665   14.6838   27.5980   21.7789       NaN   26.4940   14.9814
NGC5248          bar     554  0.958162  0.973860  4.389764  4.378364  0.00488964   83.1813   10.6890    9.9869   20.0725   23.3534       NaN   14.5045   10.6633
NGC5248          bar     575  1.000000  1.000000  6.859472  6.548667  0.01061945   86.9815   23.0508   16.3952   28.7136   21.5406       NaN   69.6015   22.8292
NGC5248          bar     576  1.000000  1.000000  6.419501  6.418064  0.02499625  160.2299   59.5630   44.4744   51.8138   31.5395       NaN  222.8209   59.1807
NGC5248          bar     577  1.000000  1.000000  6.133795  6.136069  0.01429982  120.7891   32.0736   24.7164   50.9641   39.3262       NaN   34.8362   32.0025
NGC5248          bar     578  1.000000  1.000000  6.024342  5.811913  0.00676762   83.4854   16.5677   12.9226   21.8766   17.1856       NaN   62.7725   16.6421
NGC5643          bar     201  1.000000  1.000000  2.178642  2.164250  0.02074118       NaN   59.6741   66.6430   59.9539       NaN       NaN  200.4538   59.7515
NGC5643          bar     202  1.000000  1.000000  1.089321  1.004973  0.09501966       NaN   71.1596   91.9516   72.5522       NaN       NaN  216.9002   71.2222
NGC5643          bar     204  1.000000  1.000000  1.089321  1.046351  0.15155435  479.9777   77.7124  100.4190   83.2104       NaN       NaN  186.1190   77.7342
NGC5643          bar     205  1.000000  1.000000  2.178642  2.168372  0.02168786  279.2599   42.4118   47.3648   49.2648       NaN       NaN  127.3749   42.4096
NGC5643          bar     599  0.910814  0.996476  1.138712  0.952241  0.11880402       NaN   50.3713   64.6601   98.5587       NaN       NaN   28.1275   50.4268
NGC5643          bar     600  0.893989  0.941401  1.006328  0.844869  0.10242568  418.3951   43.2126   56.4629   97.0039       NaN       NaN   18.5891   43.2162
NGC5643          bar     629  0.993217  0.932095  1.006328  0.872797  0.15957952       NaN   66.6584   87.0979  127.5692       NaN       NaN   30.6044   66.7067
NGC5643          bar     630  0.946267  0.936537  1.138712  1.115232  0.14020199  473.2311   60.6987   77.9170  114.8418       NaN       NaN   31.2412   60.7204
NGC5643          bar     631  0.923697  0.874758  1.988436  1.867242  0.02179179  297.0462   33.5443   38.4282   71.0975       NaN       NaN   18.9423   33.5197
NGC6300          bar     181  1.000000  1.000000  1.047550  0.979685  0.08727904  557.0225   47.8597   65.9177   84.7129   43.5139   62.1413   40.8628   47.8597
NGC6300          bar     183  1.000000  1.000000  1.047550  1.014202  0.08648233  510.5311   43.6771   60.1570   88.6609   49.8046   39.4656   26.6314   43.6771
NGC6300          bar     528  0.919978  0.930138  1.514230  1.425289  0.06363151  553.5642   59.3195   77.8413   62.1962   29.8563  261.2984  201.3792   59.3195
NGC6300          bar     557  0.955371  0.964727  1.514230  1.230910  0.08169509  556.4322   49.7302   65.2578   48.7280   23.8803  322.9871  248.8360   49.7302
NGC6744          bar     832  0.998918  0.985759  3.634583  3.746058  0.00351679  177.3134    7.9796   10.7826   18.6549       NaN   25.8932   15.9619    7.8312
NGC6744          bar     897      -NaN  1.000000  1.817291      -NaN  0.00117486  310.7286    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar     961      -NaN  1.064552  1.619352      -NaN  0.00141871  457.2992    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    1026  1.000000  0.668703  2.706663  3.192517  0.00156228  221.6231    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    1027  1.000000  1.000000  1.817291  2.535183  0.00108965  305.9237    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    1092  0.999229  0.998479  3.634583  3.830595  0.00312724       NaN    6.6016    8.9206   14.5425       NaN   30.7098   20.2922    6.5886
NGC6744          bar    2795  0.889336  1.091351  2.652438  2.922346  0.00157549       NaN    3.1232    4.4136       NaN       NaN       NaN       NaN    3.0651
NGC6744          bar    2796  1.000000  1.000000  3.022779  5.508431  0.00166632  195.7956    1.8082    2.5125       NaN       NaN       NaN       NaN    1.2206
NGC6744          bar    2861      -NaN  1.000000  1.063446      -NaN  0.00129044  495.1602    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    2862      -NaN  1.000000  1.353331      -NaN  0.00131827  467.2846    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    2927      -NaN  1.000000  1.353331      -NaN  0.00145723  541.4140    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    2928      -NaN  1.000000  1.063446      -NaN  0.00155006  525.3258    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC6744          bar    2993  0.993859  1.301351  3.022779  3.159243  0.00171176  197.6020    3.0728    4.2697    7.3037       NaN   19.7532    6.8324    3.0162
NGC6744          bar    2994  0.939968  0.980383  2.652438  3.059120  0.00148603  187.1861    2.5075    3.5435    6.0202       NaN   23.0966   14.1074    1.9944
NGC7496          bar     158  1.000000  1.000000  2.236171  2.260493  0.00236209  154.6768   21.0026   20.7192   29.8775       NaN       NaN   60.8044   21.0009
NGC7496          bar     214  0.998047  0.995685  2.236171  2.320743  0.01797747  172.5730   18.4627   18.2136   30.1056       NaN       NaN   39.6902   18.4130
NGC7496          bar     545  1.000000  1.000000  1.118086  0.916049  0.18461116  306.6519   74.2084   85.8658   74.3784       NaN       NaN  208.1758   74.0621
NGC7496          bar     572  1.000000  1.000000  1.118086  0.871325  0.14669454  263.1894   76.4523   88.4622   57.5175       NaN       NaN  510.2189   76.5148
