#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC2566     interarm    1629      -NaN  1.000000 13.770164      -NaN  0.00074995       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1630      -NaN  1.000000 13.603592      -NaN  0.00085315       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1631      -NaN  1.000000 13.551460      -NaN  0.00079569       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1632      -NaN  1.000000 13.615081      -NaN  0.00053016       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1633      -NaN  1.000000 13.792854      -NaN  0.00038030       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1634      -NaN  1.000000 14.080456      -NaN  0.00076515       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1635      -NaN  1.000000 14.471340      -NaN  0.00069989       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1636      -NaN  1.000000 14.957410      -NaN  0.00067265       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1637      -NaN  1.000000 15.529733      -NaN  0.00049663       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1638      -NaN  1.000000 16.179157      -NaN  0.00092594       NaN    1.5478    1.0068       NaN       NaN       NaN       NaN   -1.2450
NGC2566     interarm    1639      -NaN  1.000000 16.896794      -NaN  0.00085734       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1640      -NaN  1.000000 17.674337      -NaN  0.00052671       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1641      -NaN  1.000000 18.504237      -NaN  0.00061470       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1659      -NaN  1.000000 18.748116      -NaN  0.00092701       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1660      -NaN  1.000000 18.086588      -NaN  0.00089706       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1661      -NaN  1.000000 17.490041      -NaN -0.00003868       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1662      -NaN  1.000000 16.965330      -NaN  0.00037655       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1663      -NaN  1.000000 16.519302      -NaN -0.00000015       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1664      -NaN  1.000000 16.158473      -NaN  0.00066707       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1665      -NaN  1.000000 15.888651      -NaN  0.00122539       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1666      -NaN  1.000000 15.714522      -NaN  0.00116085       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1667      -NaN  1.000000 15.639284      -NaN  0.00086550       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1668      -NaN  1.000000 15.664362      -NaN  0.00067843       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1669      -NaN  1.000000 15.789277      -NaN -0.00007845       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1670      -NaN  1.000000 16.011694      -NaN -0.00038903       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1671      -NaN  1.000000 16.327628      -NaN  0.00038528       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1672      -NaN  1.000000 16.731783      -NaN  0.00058921       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1673      -NaN  1.000000 17.217947      -NaN  0.00051156       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1674      -NaN  1.000000 17.779395      -NaN  0.00071011       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1675      -NaN  1.000000 18.409239      -NaN  0.00059998       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1696      -NaN  1.000000 19.038388      -NaN -0.00019316       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1697      -NaN  1.000000 18.616707      -NaN -0.00004083       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1698      -NaN  1.000000 18.271491      -NaN  0.00061214       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1699      -NaN  1.000000 18.007137      -NaN  0.00005839       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1700      -NaN  1.000000 17.827244      -NaN  0.00058649       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1701      -NaN  1.000000 17.734382      -NaN  0.00096029       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1702      -NaN  1.000000 17.729918      -NaN  0.00043819       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1703      -NaN  1.000000 17.813919      -NaN  0.00030342       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1704      -NaN  1.000000 17.985145      -NaN -0.00014989       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1705      -NaN  1.000000 18.241140      -NaN -0.00027422       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1706      -NaN  1.000000 18.578401      -NaN  0.00034093       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2566     interarm    1707      -NaN  1.000000 18.992598      -NaN  0.00113180       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     113      -NaN  1.000000  8.749624      -NaN  0.00252038       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     114      -NaN  1.000000  8.661272      -NaN  0.00135613       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     142      -NaN  1.000000  8.695393      -NaN  0.00279760    8.8447    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     143      -NaN  1.000000  7.962131      -NaN  0.00543194   13.8686    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     144      -NaN  1.000000  7.397588      -NaN  0.00415400       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     146      -NaN  1.000000  6.929018      -NaN  0.00201271   11.2964    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     147      -NaN  1.000000  7.068908      -NaN  0.00264660   10.8131    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     176      -NaN  1.000000  6.521545      -NaN  0.00175072   12.7220    0.5359    0.3770       NaN       NaN       NaN       NaN    0.8888
NGC2835     interarm     177  1.000000  1.000000  5.814868  5.439931  0.00227335   17.7573    1.2975    0.9803       NaN       NaN       NaN       NaN    1.8013
NGC2835     interarm     178  1.000000  1.000000  5.351444  5.367760  0.00254937   21.4817   -0.9990   -0.7910       NaN       NaN       NaN       NaN    0.0864
NGC2835     interarm     179  1.000000  1.000000  5.196763  4.988941  0.00311821   22.4921    0.8853    0.7120       NaN       NaN       NaN       NaN    1.1183
NGC2835     interarm     180  1.000000  1.000000  5.377534  2.373882  0.00348767   20.5414    0.3865    0.3052       NaN       NaN       NaN       NaN    1.3173
NGC2835     interarm     181      -NaN  1.000000  5.862809      -NaN  0.00318471       NaN    2.0321    1.5279       NaN       NaN       NaN       NaN    1.5263
NGC2835     interarm     182      -NaN  1.000000  6.585614      -NaN  0.00233100   11.7958    0.4161    0.2908       NaN       NaN       NaN       NaN   -0.4287
NGC2835     interarm     210      -NaN  1.000000  5.259941      -NaN  0.00371739   21.0747    0.4989    0.3986       NaN       NaN       NaN       NaN    0.7192
NGC2835     interarm     211  1.000000  1.000000  4.347697  4.320994  0.00493453   29.7186    0.8377    0.7340       NaN       NaN   26.2419       NaN    0.8466
NGC2835     interarm     212  1.000000  1.000000  3.698794  3.724511  0.00482017   41.2665    2.1961    2.0546    4.1273    7.9689   30.7025    6.5261    1.9249
NGC2835     interarm     213  1.000000  1.000000  3.464509  3.430320  0.00609702   56.6452    3.1342    3.0024    5.6160    4.9424   67.9863   28.8266    3.0731
NGC2835     interarm     214  1.000000  1.000000  3.723935  3.664309  0.00553006       NaN    2.6789    2.4999    5.0270       NaN   49.3248   15.1126    2.5277
NGC2835     interarm     215  1.000000  1.000000  4.390409  4.217654  0.00288187       NaN    1.8239    1.5912       NaN       NaN       NaN       NaN    1.7734
NGC2835     interarm     216  1.000000  1.000000  5.312892  5.078437  0.00336061   19.6061    3.2313    2.5683       NaN       NaN   25.3558       NaN    2.9774
NGC2835     interarm     217  1.000000  1.000000  6.381308  6.269532  0.00436213   15.1932   -0.1555   -0.1109       NaN       NaN       NaN       NaN    0.4397
NGC2835     interarm     243      -NaN  1.000000  6.859778      -NaN  0.00293453   10.3805    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     244  1.000000  1.000000  5.582036  5.568384  0.00458282   20.6943    3.2075    2.4810       NaN       NaN       NaN       NaN    2.5187
NGC2835     interarm     250  1.000000  1.000000  3.190654  3.218695  0.00393808   52.8138    3.0523    3.0059    5.9138   11.3999   27.4484    6.2196    2.8773
NGC2835     interarm     251  1.000000  1.000000  4.368610  4.286193  0.00412647   28.5129    1.9552    1.7096    3.3656    2.9544   60.2802   30.2259    1.8390
NGC2835     interarm     252  1.000000  0.886561  5.615368  5.522225  0.00365126       NaN    1.8058    1.3921       NaN       NaN       NaN       NaN    1.3790
NGC2835     interarm     278  1.000000  1.000000  6.655007  6.063599  0.00307060       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     279  1.000000  1.000000  5.324006  5.867131  0.00313223       NaN    0.6718    0.5334       NaN       NaN       NaN       NaN    0.3937
NGC2835     interarm     285  1.000000  1.000000  2.662003  2.672323  0.00456494   66.5839    5.0291    5.2243   10.0576   11.9494   34.0656   13.3340    5.0244
NGC2835     interarm     286  1.000000  1.000000  3.993004  3.284533  0.00438257   32.3663    1.6155    1.4671    2.9829    3.7134   34.6434   13.8526    1.6337
NGC2835     interarm     312      -NaN  1.000000  8.188831      -NaN  0.00204108       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     313      -NaN  1.000000  6.893700      -NaN  0.00306704   12.6015    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     316  1.002780  0.988307  3.190654  3.513664  0.00473951   50.0932    2.8177    2.7749    5.4592    6.3039   52.6972   14.7229    2.8297
NGC2835     interarm     320  0.965136  0.880286  3.161275  2.977749  0.00498199   52.7279    4.4432    4.3887    8.6238   15.4955   28.4861    6.9337    4.4553
NGC2835     interarm     322      -NaN  1.216446  5.582036      -NaN  0.00162752   13.4742    0.1617    0.1251       NaN       NaN       NaN       NaN   -0.6593
NGC2835     interarm     347      -NaN  1.000000  8.737219      -NaN  0.00205870       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     348      -NaN  1.000000  7.533822      -NaN  0.00353838       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     349      -NaN  1.000000  6.381308      -NaN  0.00379608   19.5119    1.2705    0.9065       NaN       NaN       NaN       NaN    1.4954
NGC2835     interarm     351  1.002152  0.989001  4.390409  4.354081  0.00460056   32.9424    2.6501    2.3121    4.7782    7.7199       NaN    9.2818    2.8454
NGC2835     interarm     352  1.000000  1.000000  3.723935  3.673491  0.00484769   42.0799    2.2161    2.0680       NaN       NaN   31.2249       NaN    2.2180
NGC2835     interarm     356  1.000000  1.000000  5.259941  4.933721  0.00254815       NaN    1.4366    1.1480       NaN       NaN       NaN       NaN    1.0375
NGC2835     interarm     358      -NaN  1.000000  7.471640      -NaN  0.00160697       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     382      -NaN  1.000000  8.485003      -NaN  0.00294779       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     383      -NaN  1.000000  7.477381      -NaN  0.00327435       NaN   -0.8086   -0.5165       NaN       NaN       NaN       NaN   -1.7912
NGC2835     interarm     386  1.007554  1.000802  5.377534  5.364076  0.00319896   21.9611    0.2891    0.2283       NaN       NaN       NaN       NaN    1.0513
NGC2835     interarm     387  1.000000  1.000000  5.196763  5.095414  0.00199985       NaN    0.1906    0.1533       NaN       NaN       NaN       NaN    2.2623
NGC2835     interarm     389      -NaN  1.000000  5.814868      -NaN  0.00110948   11.9898    1.0825    0.8178       NaN       NaN       NaN       NaN    0.9716
NGC2835     interarm     390      -NaN  1.000000  6.521545      -NaN  0.00308927   12.1173    1.5527    1.0923       NaN       NaN       NaN       NaN    1.6184
NGC2835     interarm     391      -NaN  1.000000  7.402131      -NaN  0.00331225   10.4886    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     416      -NaN  1.000000  8.780819      -NaN  0.00523332    8.1244    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     417      -NaN  1.000000  8.032136      -NaN  0.00303997       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     418      -NaN  1.000000  7.447870      -NaN  0.00230479   11.8543    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     694      -NaN  1.000000  8.444626      -NaN  0.00449909       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     727      -NaN  1.000000  6.886414      -NaN  0.00277097   14.1817    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     728      -NaN  1.000000  6.363940      -NaN  0.00256567   18.0201    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     729      -NaN  1.000000  6.092609      -NaN  0.00270530   17.7450    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     730      -NaN  1.000000  6.105995      -NaN  0.00407512   17.0595    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     731      -NaN  1.000000  6.402311      -NaN  0.00444429   15.4991    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     732      -NaN  1.000000  6.945440      -NaN  0.00248706   10.5177    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     733      -NaN  1.000000  7.683216      -NaN  0.00223451    9.8236    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     758      -NaN  1.000000  8.467748      -NaN  0.00084024    4.4329    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     760      -NaN  1.000000  6.328338      -NaN  0.00194380   12.7172    0.1138    0.0816       NaN       NaN       NaN       NaN    0.1880
NGC2835     interarm     761      -NaN  1.000000  5.434621      -NaN  0.00312524   19.2339    1.8484    1.4512       NaN       NaN       NaN       NaN    1.4839
NGC2835     interarm     762  1.000000  1.000000  4.750313  4.703559  0.00295770   23.4817    1.3258    1.1154       NaN       NaN       NaN       NaN    1.4384
NGC2835     interarm     763  1.000000  1.000000  4.374812  4.206866  0.00300005   28.6813    2.1154    1.8485       NaN       NaN   32.6741       NaN    2.0223
NGC2835     interarm     764  1.000000  1.000000  4.388122  4.259478  0.00396514   32.9775    1.4163    1.2359       NaN       NaN       NaN       NaN    1.9207
NGC2835     interarm     765  1.000000  1.000000  4.787001  4.543955  0.00311896       NaN    1.4598    1.2236       NaN       NaN       NaN       NaN    1.6867
NGC2835     interarm     766  1.000000  1.000000  5.488012  5.460538  0.00251905       NaN    1.4901    1.1636       NaN       NaN   36.6015       NaN    1.2063
NGC2835     interarm     793  1.000000  1.000000  6.504680  6.321312  0.00257184   11.5050    2.1099    1.4868       NaN       NaN       NaN       NaN    0.8202
NGC2835     interarm     794  1.000000  1.000000  5.311151  5.049411  0.00491251   20.2037    1.8583    1.4773       NaN       NaN       NaN       NaN    1.8587
NGC2835     interarm     795  1.000000  1.000000  4.201061  3.724729  0.00753866   37.8595    2.8305    2.5171       NaN       NaN       NaN       NaN    2.9285
NGC2835     interarm     798  0.806694  0.817922  2.688767  2.735777  0.00718109   83.3398    4.7716    4.9435    9.5274    9.9922   43.9503   16.8325    4.8221
NGC2835     interarm     799  1.000000  1.000000  3.292807  3.086875  0.00428458   54.9940    3.2958    3.2124    6.3466    6.3224   63.2670   19.5723    3.3080
NGC2835     interarm     800  1.000000  1.000000  4.242501  4.522344  0.00333260   28.4489    2.8377    2.5130    5.1620    6.1905   46.9211   15.1362    2.6932
NGC2835     interarm     801  1.000000  1.000000  5.357069  5.664675  0.00455512   20.9947    3.2784    2.5942       NaN       NaN       NaN       NaN    3.0002
NGC2835     interarm     827      -NaN  1.000000  7.362861      -NaN  0.00210700       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     828  1.000000  1.000000  6.043128  6.051017  0.00460842       NaN   -0.7488   -0.5528       NaN       NaN       NaN       NaN   -0.0981
NGC2835     interarm     829  0.931387  0.987153  4.729715  4.371867  0.00649070       NaN    2.9101    2.4534       NaN       NaN       NaN       NaN    2.7883
NGC2835     interarm     834  0.852888  0.852110  2.184305  2.184736  0.00506568   93.5498    3.9355    4.2904    8.0993    7.5797   42.5018   19.6564    3.9381
NGC2835     interarm     835  1.000000  1.000000  3.446850  3.597986  0.00431878   40.6440    3.3388    3.2042       NaN       NaN   55.4368       NaN    3.2221
NGC2835     interarm     836  1.000000  1.000000  4.746945  4.309036  0.00399137       NaN    1.0461    0.8804       NaN       NaN       NaN       NaN    1.0657
NGC2835     interarm     864  1.000000  1.000000  6.060473  6.080280  0.00259178   15.9412    1.1971    0.8823       NaN       NaN       NaN       NaN    0.7180
NGC2835     interarm     871  1.000000  1.000000  3.429889  3.281762  0.00454641   41.8964    3.4170    3.2848    5.5917    4.7337  101.3949   38.3909    3.3691
NGC2835     interarm     898      -NaN  1.000000  7.792709      -NaN  0.00322695       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     899  1.000000  1.000000  6.552914  6.525748  0.00348184       NaN    0.8374    0.5872       NaN       NaN       NaN       NaN    0.1864
NGC2835     interarm     902  1.006781  0.999001  3.292807  3.300803  0.00535685   49.0926    2.9152    2.8415    5.6137    7.9041   24.1377   10.4940    3.0412
NGC2835     interarm     909      -NaN  1.000000  7.743160      -NaN  0.00130728    5.3330    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     932      -NaN  1.000000  8.543169      -NaN  0.00240963       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     933      -NaN  1.000000  7.426537      -NaN  0.00334224       NaN    0.4727    0.3035       NaN       NaN       NaN       NaN    1.2873
NGC2835     interarm     936  0.995894  0.997484  4.787001  4.775856  0.00351041   29.3083    2.3376    1.9593    4.1156    5.7209   41.4579   12.3564    1.9991
NGC2835     interarm     937  1.000000  1.000000  4.388122  4.055059  0.00397176   30.9533    0.8453    0.7376       NaN       NaN       NaN       NaN    1.4221
NGC2835     interarm     938  1.000000  1.000000  4.374812  4.486775  0.00303541   28.3704    2.4141    2.1095       NaN       NaN       NaN       NaN    2.4805
NGC2835     interarm     939  1.000000  1.000000  4.750313  4.371472  0.00195294   20.2874    0.7640    0.6428       NaN       NaN       NaN       NaN    1.1015
NGC2835     interarm     940  1.000000  1.000000  5.434621  5.248538  0.00167381   14.5440    1.5996    1.2559       NaN       NaN       NaN       NaN    1.4577
NGC2835     interarm     941      -NaN  1.000000  6.328338      -NaN  0.00233334       NaN    1.2811    0.9190       NaN       NaN       NaN       NaN    1.4035
NGC2835     interarm     942      -NaN  1.000000  7.355525      -NaN  0.00229180       NaN    3.1856    2.0600       NaN       NaN       NaN       NaN    2.5285
NGC2835     interarm     943      -NaN  1.000000  8.467748      -NaN  0.00182346    5.1505    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     967      -NaN  1.000000  8.565490      -NaN  0.00482614       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     968      -NaN  1.000000  7.683216      -NaN  0.00328269       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     969      -NaN  0.948907  6.945440      -NaN  0.00280258   16.0375    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     973      -NaN  1.000000  6.363940      -NaN  0.00138888    9.9323    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     975      -NaN  1.000000  7.608469      -NaN  0.00268795    9.0509    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm     976      -NaN  1.000000  8.479271      -NaN  0.00241154    7.0943    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2835     interarm    1002      -NaN  1.000000  8.506551      -NaN  0.00236583       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     488      -NaN  2.866901 14.601824      -NaN  0.00116514    5.7398    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     550  1.000000  1.000000 12.212727 11.642078  0.00160141       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     551  1.000000  1.000000 12.149194 11.733960  0.00107041       NaN    1.5759    1.3028       NaN       NaN       NaN       NaN    0.6783
NGC2997     interarm     552  1.000000  1.000000 12.171136 11.925595  0.00097151   14.3788    3.1161    2.5730       NaN       NaN       NaN       NaN    0.6727
NGC2997     interarm     556      -NaN  1.000000 13.079955      -NaN  0.00102526       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     557      -NaN  1.000000 13.491698      -NaN  0.00184461       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     603      -NaN  1.000000 13.690819      -NaN  0.00105744    8.3165    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     607      -NaN  1.000000 11.351494      -NaN  0.00295593   20.1413    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     608  1.000000  1.000000 10.927690 10.567343  0.00430227   25.0339    0.0000    0.0000    0.0000    0.0000       NaN   12.9343    0.0000
NGC2997     interarm     609  1.000000  1.000000 10.585548 10.588233  0.00423932   26.1493    3.7157    3.3433    6.8233    8.5379       NaN   13.8463    3.8683
NGC2997     interarm     610  1.000000  1.000000 10.333182 10.296705  0.00451100   26.7292    3.9427    3.5964    7.2991   10.3597       NaN   11.0173    3.8248
NGC2997     interarm     611  1.000000  1.000000 10.177272 10.238612  0.00462491   28.4297    5.6691    5.2151   10.5481   10.4273       NaN   20.8609    6.0747
NGC2997     interarm     612  1.000000  1.000000 10.122278 10.274848  0.00429420   27.8491    4.5921    4.2369    8.4904    7.6548       NaN   25.3112    4.7562
NGC2997     interarm     613  1.000000  1.000000 10.169836 10.159612  0.00333199   22.7068    3.2306    2.9730    6.0123   12.6290       NaN    5.8198    3.7497
NGC2997     interarm     614  1.000000  1.000000 10.318528 10.421430  0.00219593   19.4715    2.3780    2.1709    4.4045    8.5022       NaN    6.6888    2.8323
NGC2997     interarm     615  1.000000  1.000000 10.564085  9.999956  0.00104339   18.4339    1.8551    1.6712       NaN       NaN       NaN       NaN    1.7471
NGC2997     interarm     616  1.000000  1.000000 10.899963 10.844302  0.00093263       NaN    0.5629    0.4980       NaN       NaN       NaN       NaN    1.0879
NGC2997     interarm     617  1.000000  1.000000 11.318122 10.818406  0.00095109       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     619      -NaN  1.000000 12.366305      -NaN  0.00321972       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     620      -NaN  1.000000 12.979231      -NaN  0.00380338       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     664      -NaN  1.000000 12.888645      -NaN  0.00331806   18.5579    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     665      -NaN  1.000000 12.111959      -NaN  0.00453391   25.0150    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     666  1.000000  1.000000 11.373799 10.911593  0.00487276       NaN    0.0000    0.0000    0.0000       NaN       NaN    7.7920    0.0000
NGC2997     interarm     667  1.000000  1.000000 10.682158 10.522723  0.00464376       NaN    4.5409    4.0645    8.3128       NaN       NaN    3.7376    3.9652
NGC2997     interarm     668  1.000000  1.000000 10.046645  9.583198  0.00483198       NaN    2.9248    2.7097    5.4649       NaN       NaN    5.9890    3.0948
NGC2997     interarm     669  1.000000  1.000000  9.478559  9.538141  0.00603797   38.5797    4.3017    4.1098    8.1858   18.0908       NaN    5.1850    4.3271
NGC2997     interarm     670  1.000000  1.000000  8.990689  9.133857  0.01044735       NaN    8.2337    8.0771   12.6355       NaN       NaN   47.7471    8.1979
NGC2997     interarm     671  1.000000  1.000000  8.596704  8.497632  0.00624267       NaN    7.0334    7.0485   13.3343       NaN       NaN   25.1182    7.0737
NGC2997     interarm     672  1.000000  1.000000  8.309967  8.376232  0.00356172       NaN    4.6255    4.7080    9.1391       NaN       NaN    4.1618    4.7703
NGC2997     interarm     673  1.000000  1.000000  8.141818  8.225095  0.00191000       NaN    3.1900    3.2766    6.3369       NaN       NaN    9.8624    3.4838
NGC2997     interarm     674  1.000000  1.000000  8.099645  7.932795  0.00251271       NaN    3.8479    3.9614    7.6542       NaN       NaN   10.9116    3.6347
NGC2997     interarm     675  1.000000  1.000000  8.185397  8.332881  0.00276314       NaN    3.2800    3.3611    6.5067       NaN       NaN    8.5644    3.6483
NGC2997     interarm     676  1.000000  1.000000  8.395153  8.427386  0.00302407       NaN    3.2641    3.3070    6.4316       NaN       NaN    6.4057    3.6445
NGC2997     interarm     677  1.000000  1.000000  8.719970  8.578903  0.00372130   32.3130    7.9565    7.9206   13.8132   11.9201       NaN   32.8842    8.1866
NGC2997     interarm     678  1.000000  1.000000  9.147599  8.929230  0.00289932   28.7143    8.1816    7.9581   15.7356   17.3957       NaN   16.1193    8.3159
NGC2997     interarm     679  1.000000  1.000000  9.664403  9.395557  0.00186943   25.8518    4.3602    4.1240    8.2476   10.7468       NaN   12.3262    3.5145
NGC2997     interarm     680  1.000000  1.000000 10.256910  9.901888  0.00212050   24.7767    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     725  1.000000  1.000000 13.321022 12.845793  0.00399219       NaN    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC2997     interarm     726  1.000000  1.000000 12.421779 12.266042  0.00625886   40.1389    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
