#galaxy   structure    hexagon    f_CO   f_SFR   r_gal   r_weighted    Sigma_SFR      Sigma_star      Sigma_mol      Sigma_mol_4p35   Sigma_mol_N12   Sigma_mol_B13      F_CO_60pc      F_CO_150pc   Sigma_mol_combo
NGC1672     interarm    1046      -NaN  1.000000 15.897506      -NaN  0.00138459   16.1364    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1049      -NaN  1.000000 16.587878      -NaN  0.00130798   16.2888    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1050      -NaN  1.000000 16.978903      -NaN  0.00193401   19.3871    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1053      -NaN  0.911403 18.563648      -NaN  0.00234187   19.0789    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1084      -NaN  1.000000 18.548878      -NaN  0.00075392    6.1609    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1085      -NaN  1.000000 18.254487      -NaN  0.00122715    8.5664    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1087      -NaN  1.000000 17.889435      -NaN  0.00100881   11.3782    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1088      -NaN  1.000000 17.823357      -NaN  0.00083686   11.4067    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1090      -NaN  1.000000 17.928388      -NaN  0.00126445   11.8620    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1091      -NaN  1.000000 18.098120      -NaN  0.00103378   11.2245    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1498      -NaN  1.000000 17.810190      -NaN  0.00036385    5.6251    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1499      -NaN  1.000000 17.457314      -NaN  0.00051014    6.9669    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1500      -NaN  1.000000 17.179570      -NaN  0.00058650    8.0916    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1501      -NaN  1.000000 16.980647      -NaN  0.00049295    8.6384    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1502      -NaN  1.000000 16.863333      -NaN  0.00043765    8.7181    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1503      -NaN  1.000000 16.829336      -NaN  0.00057539    8.0368    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1504      -NaN  1.000000 16.879159      -NaN  0.00026260    6.4000    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1505      -NaN  1.000000 17.012065      -NaN  0.00054622    5.3510    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1506      -NaN  1.000000 17.226132      -NaN  0.00029786    4.7377    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1507      -NaN  1.000000 17.518385      -NaN  0.00014695    3.5463    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1508      -NaN  1.000000 17.884990      -NaN  0.00028059    2.6037    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1509      -NaN  1.000000 18.321487      -NaN  0.00026635    2.7131    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1538      -NaN  1.000000 18.573093      -NaN  0.00070363    8.9245    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1539      -NaN  1.000000 17.884471      -NaN  0.00058213    8.8776    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1545      -NaN  1.000000 15.117685      -NaN  0.00025339    8.6308    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1546      -NaN  1.000000 14.940323      -NaN  0.00044778   10.1720    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1547      -NaN  1.000000 14.856211      -NaN  0.00057191    9.6124    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1548      -NaN  1.000000 14.866933      -NaN  0.00071265    9.2725    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1549      -NaN  1.000000 14.972284      -NaN  0.00047455   11.0398    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1550      -NaN  1.000000 15.170292      -NaN  0.00066594   11.1856    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1551      -NaN  1.000000 15.457398      -NaN  0.00073353    9.1819    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1552      -NaN  1.000000 15.828754      -NaN  0.00045422    7.6260    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1553      -NaN  1.000000 16.278595      -NaN  0.00019175    6.2062    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1554      -NaN  1.000000 16.800619      -NaN  0.00053644    5.3956    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1555      -NaN  1.000000 17.388324      -NaN  0.00008289    4.1437    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1556      -NaN  1.000000 18.035292      -NaN  0.00015599    3.1620    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1583      -NaN  1.000000 18.233864      -NaN  0.00055661   10.5724    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1587      -NaN  1.000000 15.240030      -NaN  0.00095426   10.1110    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1600      -NaN  0.895751 14.788886      -NaN  0.00109503   12.6373    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1601      -NaN  1.000000 15.409198      -NaN  0.00112604   12.0728    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1602      -NaN  1.000000 16.093494      -NaN  0.00083370   10.1481    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1603      -NaN  1.000000 16.833972      -NaN  0.00042911    7.0842    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1605      -NaN  1.000000 18.455932      -NaN  0.00022555    3.3105    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1631      -NaN  1.000000 17.336457      -NaN  0.00080676   14.2041    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1632      -NaN  1.000000 16.428657      -NaN  0.00105218   16.1619    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1634      -NaN  1.000000 14.733349      -NaN  0.00083274   13.4313    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1636      -NaN  1.256509 13.249227      -NaN  0.00109446   12.1162    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1640      -NaN  1.000000 11.241964      -NaN  0.00134644   14.0997    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1642      -NaN  1.000000 10.897297      -NaN  0.00069128   12.1886    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1643      -NaN  1.000000 10.916643      -NaN  0.00066428   11.5711    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1644      -NaN  1.000000 11.064359      -NaN  0.00062782   10.0732    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1645      -NaN  1.000000 11.335425      -NaN  0.00031545   10.1880    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1646      -NaN  1.000000 11.721289      -NaN  0.00047264   11.1605    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1647      -NaN  1.000000 12.211071      -NaN  0.00069105   11.5927    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1648      -NaN  1.000000 12.792842      -NaN  0.00058852   11.4802    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1649      -NaN  0.984345 13.454675      -NaN  0.00062862   10.9497    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1652      -NaN  0.883925 15.814301      -NaN  0.00064041    9.8126    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1653      -NaN  1.000000 16.696204      -NaN  0.00032971    7.3150    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1654      -NaN  1.000000 17.614177      -NaN  0.00013876    4.8637    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1681      -NaN  1.000000 15.656126      -NaN  0.00127307   18.2360    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1682      -NaN  1.000000 14.694436      -NaN  0.00145154   19.3592    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1687      -NaN  1.000000 10.600042      -NaN  0.00188326   19.0601    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1690      -NaN  1.000000  9.171719      -NaN  0.00080630   14.1817    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1691      -NaN  1.000000  8.964194      -NaN  0.00059198   12.8442    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1692      -NaN  1.000000  8.911678      -NaN  0.00095116   11.7667    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1693      -NaN  1.000000  9.016882      -NaN  0.00091555   11.5801    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1694      -NaN  1.000000  9.274439      -NaN  0.00066345   10.6233    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1695      -NaN  1.000000  9.672186      -NaN  0.00090051    9.9401    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1696      -NaN  1.000000 10.193726      -NaN  0.00097793    9.7803    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1697      -NaN  1.000000 10.821175      -NaN  0.00051250   10.3632    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1698      -NaN  1.000000 11.537266      -NaN  0.00056189   12.7632    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1699      -NaN  1.000000 12.326561      -NaN  0.00075419   13.5778    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1700      -NaN  1.000000 13.175910      -NaN  0.00065040   13.6023    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1701      -NaN  1.000000 14.074445      -NaN  0.00090838   12.1782    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1702      -NaN  0.848467 15.013338      -NaN  0.00073714   10.3269    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1729      -NaN  1.000000 17.274115      -NaN  0.00071505   10.7532    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1730      -NaN  1.000000 16.192486      -NaN  0.00095126   15.6783    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1734      -NaN  1.000000 12.068636      -NaN  0.00166102   23.6587    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1735      -NaN  0.904595 11.116568      -NaN  0.00157186   23.5126    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1738      -NaN  1.000000  8.620084      -NaN  0.00176674   26.1843    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1739      -NaN  1.000000  7.970671      -NaN  0.00193468   26.5443    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1740      -NaN  1.000000  7.455350      -NaN  0.00190893   25.6231    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1741      -NaN  1.000000  7.103365      -NaN  0.00249374   24.7615    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1742      -NaN  1.000000  6.939615      -NaN  0.00227030   22.6704    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1743      -NaN  1.000000  6.977365      -NaN  0.00137505   20.8607    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1744      -NaN  1.000000  7.213452      -NaN  0.00106420   20.4548    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1745      -NaN  1.000000  7.629488      -NaN  0.00081203   16.6358    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1746      -NaN  1.000000  8.198120      -NaN  0.00052469   12.6729    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1747      -NaN  1.000000  8.890116      -NaN  0.00079545   11.2073    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1748      -NaN  1.000000  9.679053      -NaN  0.00079300   10.7161    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1749      -NaN  1.000000 10.543192      -NaN  0.00046370   12.0039    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1750      -NaN  1.000000 11.465540      -NaN  0.00051628   15.6818    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
NGC1672     interarm    1751      -NaN  1.000000 12.433151      -NaN  0.00074235   17.7550    0.0000    0.0000       NaN       NaN       NaN       NaN    0.0000
