,CATID,RA,DEC,logMstar,logSEDSFR,O_H_R_RE,log_AGE_RE_lw_ppxf,MET_RE_lw_ppxf,log_AGE_RE_mw_ppxf,MET_RE_mw_ppxf,Zgas
150,287692,174.50647,1.702482,11.353,-0.062,8.776460711666791,9.820940562301127,-0.14177742780559469,9.997711927442415,0.012075579555245913,0.02740656112451667
151,30346,174.63866000000002,-1.184491,10.640999999999998,0.369,8.678286904744818,9.363736370656005,-0.26292199353481416,9.989441742731744,-0.07745119485352389,-0.11787103835862034
152,583427,174.76387,-0.20600100000000002,10.725999999999999,-1.179,8.832336916677127,9.765712164027674,-0.2554705892264437,9.995179408994103,-0.05822504759381225,0.11009216929881127
153,176955,174.94288999999998,-1.8752650000000002,10.908,0.615,8.62924325189999,9.33823598906064,-0.195830838662682,9.994045684497,-0.031743165131161516,-0.19044583583839625
154,534753,175.02585,-0.901415,10.526,0.33299999999999996,8.627905390327452,9.205010520662805,-0.427687481501178,9.986693731761632,-0.355539356697198,-0.19242560339343662
155,53770,175.05515,-0.411725,9.179,-0.013000000000000001,8.294190413276041,8.772205777226766,-1.248694815845785,10.000269358111249,-0.7349305748230242,-0.6862570264341148
156,184122,175.05661,-1.547968,10.764000000000001,-0.22899999999999998,8.894811104821189,9.812415463548376,-0.05397784921779584,10.000266013814409,0.03852293231760918,0.20254147291439395
157,53809,175.11900000000003,-0.39364,9.074,-0.662,8.264083080016048,9.14659316434441,-0.9987320162441162,9.99103725632575,-0.8676848435168043,-0.7308098581922522
158,287827,175.20726000000002,1.758834,9.95,-1.181,8.755171648879744,-999.0,-999.0,-999.0,-999.0,-0.0040969939877566475
159,287824,175.26503,1.7254939999999999,10.7,0.737,8.66173159102997,9.171320182196693,-0.12826213058048566,9.992432425005063,0.06495500599595692,-0.14236959159385165
160,559061,175.3408,-0.456766,9.595,-0.369,8.52900984323691,9.137420096312956,-0.6351221040628636,9.993203667438793,-0.6059850901029165,-0.3387712339780222
161,177081,175.53937,-1.909052,8.599,-0.753,8.131199671647396,8.618693839069817,-1.0690936722007496,9.977593286299859,-1.1329504748724801,-0.8451262502898853
162,609433,175.68713,0.282263,8.815,-1.1540000000000001,8.116716783755484,9.350844928826737,-1.1010063031418802,9.981184371492445,-1.1550314299595208,-0.8596945872203587
163,69620,175.72473,0.161888,9.264,-0.381,8.252635143445026,9.023956791836293,-1.0459957462113865,9.986640672155104,-0.7435535327448091,-0.7229743092086487
164,583637,175.82494,-0.18161,10.167,0.07400000000000001,8.57885983107891,9.317966402555957,-0.3398753895551456,9.992706679638797,-0.3487385139410968,-0.2650032219694296
165,136688,175.9122,-1.646941,10.456,0.596,8.717574885327254,8.993918593247304,-0.37514345317317305,9.993830136856243,-0.22435950768762916,-0.05973268469272952
166,84107,175.99843,0.42801300000000003,9.737,0.047,8.378179509222354,9.006426654026749,-0.7241897244303653,9.988609738545051,-1.0345801442427391,-0.5619699622527605
167,7206,176.1641,0.7495689999999999,10.655999999999999,0.49,8.680966888598359,9.426531340695961,-0.34215689265314075,9.988392028504867,-0.17366487569405156,-0.11390519825214973
168,184368,176.2103,-1.601322,10.969000000000001,0.565,8.663310939846223,9.344689893114149,-0.20939303206426071,9.99059189916399,-0.1353657482981701,-0.1400324712155605
169,609571,176.24826000000002,0.337196,9.619,-0.461,8.333060553160937,9.200426670375524,-0.9987769987815908,9.996457004858744,-0.9657900048595596,-0.6287369934324456
170,184415,176.34198,-1.565207,9.662,-0.32899999999999996,8.50032448621655,9.142344317371172,-0.7878591746509149,9.9929090194772,-0.9329632156273892,-0.3812198252967498
171,69752,176.39836,0.019048,10.582,0.183,8.79218287742201,9.301610176192822,-0.21906568262003215,9.982824016121574,-0.05284726248247558,0.05067222200908894
172,559300,176.53218,-0.45798999999999995,8.378,-1.3259999999999998,8.13153506195729,-999.0,-999.0,-999.0,-999.0,-0.8447888811771609
173,39365,176.6795,-0.678339,9.141,-0.9470000000000001,8.396480939617478,-999.0,-999.0,-999.0,-999.0,-0.5348875055540567
174,54198,177.1568,-0.234064,10.802,-0.456,8.746687735511887,9.634524293393092,-0.3203886899406924,9.997848845011953,-0.28968463983173603,-0.016651488989509744
175,30890,177.25797,-1.1025969999999998,9.84,-0.505,8.529551807016997,9.236852474343463,-0.6016585062680395,9.990747390503893,-0.7655229409812976,-0.3379692359762494
